TransactionAmount,AverageTransactionAmount,CustomerLocation,RecipientLocation,TransactionType,CurrencyType,RiskLabel
75.66,151.00,Seoul,Seoul,Payment,HKD,False
535.31,367.00,Moscow,Mumbai,Invoice,RUB,True
125.98,293.00,Sydney,Tokyo,Payment,EUR,False
784.51,560.00,New York,Sydney,Subscription,CAD,False
751.09,511.00,Dubai,Paris,Credit,BRL,False
670.20,806.00,Moscow,Paris,Payment,BRL,False
1153.62,812.00,New York,Tokyo,Reimbursement,CHF,False
62.33,208.00,Stockholm,Berlin,Payment,JPY,False
498.95,481.00,Cape Town,Stockholm,Exchange,USD,False
324.45,753.00,Toronto,Stockholm,Withdrawal,TRY,False
956.71,870.00,Dubai,Berlin,Debit,CAD,True
353.31,944.00,Dubai,Moscow,Subscription,AUD,False
904.00,639.00,Rome,Tokyo,Transfer,SEK,True
781.07,625.00,Seoul,Cape Town,Subscription,KRW,False
3295.12,636.00,Amsterdam,Helsinki,Invoice,RUB,True
415.03,580.00,Mexico City,Sydney,Withdrawal,INR,False
770.73,563.00,Helsinki,Berlin,Reimbursement,TRY,False
1087.00,929.00,New York,Tokyo,Reimbursement,RUB,True
184.58,533.00,Mexico City,Stockholm,Purchase,SEK,False
75.11,468.00,London,New York,Credit,SEK,False
694.59,678.00,Mexico City,Mexico City,Fee,EUR,False
1055.45,933.00,Rio de Janeiro,Cape Town,Withdrawal,CHF,False
976.90,853.00,Athens,Stockholm,Invoice,CNY,False
253.56,895.00,Rome,Cape Town,Exchange,SGD,False
497.51,962.00,Mumbai,Tokyo,Withdrawal,HKD,True
193.46,217.00,Stockholm,Amsterdam,Reimbursement,HKD,False
317.41,377.00,Dublin,Stockholm,Refund,GBP,False
354.76,930.00,London,Dubai,Subscription,TRY,False
668.37,549.00,Berlin,Amsterdam,Loan,SEK,False
1113.47,867.00,Berlin,Paris,Fee,NZD,False
982.68,864.00,Toronto,Mumbai,Refund,INR,True
394.24,332.00,Berlin,Helsinki,Refund,NZD,False
10.25,180.00,Cape Town,Dubai,Debit,NOK,False
652.59,462.00,Sydney,Moscow,Reimbursement,CHF,False
124.33,187.00,Paris,Toronto,Deposit,ZAR,False
111.36,351.00,Rome,Dubai,Loan,NOK,True
91.11,294.00,Toronto,Stockholm,Payment,RUB,False
1363.20,911.00,London,Dublin,Subscription,CHF,False
273.20,289.00,Athens,Berlin,Debit,RUB,False
883.40,732.00,Seoul,Rio de Janeiro,Withdrawal,TRY,False
539.61,705.00,Dubai,Mexico City,Fee,GBP,False
939.33,952.00,Cape Town,Rio de Janeiro,Loan,MXN,False
180.07,145.00,New York,Moscow,Reimbursement,USD,False
70.22,252.00,Paris,Rome,Invoice,ZAR,False
460.29,448.00,Rome,Rio de Janeiro,Fee,CHF,False
1538.11,389.00,Sydney,Stockholm,Fee,JPY,True
348.44,306.00,Berlin,London,Loan,INR,False
917.21,794.00,London,Stockholm,Reimbursement,SEK,False
308.49,448.00,Dubai,Sydney,Invoice,JPY,False
825.29,837.00,Mexico City,Mumbai,Debit,USD,True
761.97,733.00,Mumbai,Cape Town,Withdrawal,RUB,False
954.91,678.00,Berlin,Sydney,Invoice,CHF,False
183.69,140.00,Mumbai,Stockholm,Refund,CAD,False
894.18,724.00,Stockholm,Rome,Subscription,INR,False
252.24,265.00,Amsterdam,London,Subscription,KRW,False
508.38,669.00,Toronto,Cape Town,Refund,TRY,True
73.85,131.00,Seoul,Helsinki,Withdrawal,MXN,False
575.84,842.00,Sydney,Moscow,Credit,NZD,False
91.80,162.00,Mumbai,Mexico City,Donation,SGD,False
516.76,695.00,Berlin,Seoul,Reimbursement,CHF,False
33.68,398.00,Athens,Tokyo,Invoice,NOK,True
308.43,306.00,Toronto,Dubai,Purchase,CAD,False
280.18,284.00,Tokyo,Stockholm,Fee,SGD,False
245.61,497.00,Moscow,Rome,Fee,RUB,False
35.91,410.00,New York,Toronto,Refund,NZD,False
446.61,670.00,Mexico City,New York,Subscription,CAD,False
2215.98,748.00,Seoul,Sydney,Payment,CNY,False
1084.25,740.00,Sydney,Mumbai,Credit,GBP,False
1062.86,962.00,Dublin,Seoul,Invoice,HKD,False
519.94,968.00,Toronto,Paris,Loan,NZD,False
473.10,355.00,Paris,Stockholm,Transfer,AUD,False
1029.57,857.00,Mumbai,Mexico City,Exchange,NOK,False
97.27,108.00,Cape Town,Paris,Donation,SGD,False
291.80,229.00,Amsterdam,Dubai,Withdrawal,NOK,False
903.02,614.00,Amsterdam,Amsterdam,Debit,HKD,False
916.82,929.00,Seoul,New York,Deposit,USD,False
2164.08,679.00,Toronto,Seoul,Payment,EUR,True
613.16,477.00,Athens,Dublin,Exchange,RUB,False
5744.55,852.00,Amsterdam,Athens,Transfer,USD,True
177.66,264.00,Berlin,Mexico City,Purchase,MXN,True
371.31,304.00,Moscow,Cape Town,Purchase,AUD,True
39.34,404.00,Helsinki,London,Invoice,MXN,False
628.39,562.00,Sydney,Rome,Debit,EUR,False
2563.99,352.00,Athens,Amsterdam,Invoice,GBP,True
495.77,587.00,Sydney,Moscow,Loan,SEK,False
218.30,405.00,Athens,Mumbai,Transfer,HKD,True
74.95,604.00,Athens,Mumbai,Debit,JPY,False
547.53,993.00,Dublin,Dubai,Reimbursement,NZD,False
504.80,354.00,Toronto,Mexico City,Invoice,AUD,False
695.10,503.00,Paris,Berlin,Refund,KRW,True
111.80,203.00,Cape Town,New York,Exchange,TRY,False
351.99,501.00,Tokyo,Mumbai,Withdrawal,CNY,False
153.66,342.00,London,Toronto,Reimbursement,SGD,False
5917.50,796.00,Rome,Dublin,Exchange,HKD,True
3.49,265.00,Amsterdam,Rio de Janeiro,Refund,CNY,False
821.24,956.00,Moscow,Tokyo,Deposit,AUD,False
80.39,205.00,Dubai,Stockholm,Transfer,AUD,False
259.07,319.00,Dublin,Seoul,Refund,JPY,False
658.60,552.00,Paris,Rome,Payment,SGD,False
3.86,270.00,Helsinki,Moscow,Subscription,KRW,False
496.14,600.00,Cape Town,Amsterdam,Loan,CAD,False
354.43,300.00,Sydney,Tokyo,Withdrawal,AUD,False
175.73,892.00,Rome,Dubai,Refund,NOK,False
478.81,713.00,Stockholm,Sydney,Invoice,GBP,False
370.35,905.00,Amsterdam,Mexico City,Debit,BRL,False
392.97,295.00,Paris,Mumbai,Credit,EUR,False
257.15,240.00,Rome,Sydney,Invoice,RUB,False
119.83,546.00,Cape Town,Rome,Loan,TRY,True
353.64,485.00,Dubai,New York,Withdrawal,EUR,False
238.05,163.00,London,Seoul,Donation,TRY,False
203.32,160.00,Sydney,Athens,Credit,NZD,False
329.99,341.00,Sydney,New York,Credit,CAD,False
130.54,775.00,Amsterdam,Rome,Exchange,CNY,False
259.72,205.00,Rio de Janeiro,Amsterdam,Payment,EUR,False
125.54,775.00,Toronto,Mumbai,Deposit,CAD,True
825.77,962.00,Stockholm,Stockholm,Payment,SGD,False
32.46,562.00,Amsterdam,Dublin,Purchase,AUD,True
410.42,646.00,Cape Town,London,Fee,HKD,False
943.43,979.00,Athens,London,Subscription,SGD,False
211.18,593.00,Moscow,Sydney,Donation,CAD,False
651.39,932.00,Mumbai,New York,Fee,AUD,False
4317.92,594.00,Helsinki,Cape Town,Payment,BRL,True
218.94,424.00,Helsinki,Athens,Loan,CNY,False
219.53,117.00,Tokyo,Rome,Loan,TRY,False
533.64,658.00,Rome,London,Deposit,CNY,False
468.64,695.00,Moscow,Seoul,Reimbursement,EUR,False
172.81,475.00,Dublin,Paris,Purchase,CHF,True
1276.17,900.00,Athens,Tokyo,Credit,TRY,True
993.31,808.00,Amsterdam,Athens,Loan,USD,False
843.12,986.00,Athens,Rome,Debit,USD,False
155.57,274.00,Stockholm,New York,Debit,USD,False
7.26,463.00,Rio de Janeiro,Seoul,Withdrawal,SEK,False
1090.13,958.00,New York,Mexico City,Invoice,TRY,False
157.16,562.00,Athens,Sydney,Withdrawal,NOK,False
689.02,682.00,Mumbai,Rio de Janeiro,Subscription,AUD,False
128.81,135.00,Moscow,Sydney,Donation,JPY,False
448.92,466.00,Moscow,Stockholm,Transfer,HKD,False
959.42,974.00,Seoul,Sydney,Withdrawal,EUR,False
1781.06,652.00,Sydney,Moscow,Purchase,MXN,True
108.14,329.00,Stockholm,Sydney,Exchange,AUD,False
1160.92,353.00,Mexico City,Moscow,Deposit,SGD,True
51.62,120.00,Berlin,Mexico City,Invoice,USD,False
418.32,132.00,Athens,Athens,Subscription,INR,False
1380.70,989.00,London,Mexico City,Invoice,CAD,False
587.70,467.00,Amsterdam,Stockholm,Fee,CAD,False
721.81,496.00,Tokyo,Cape Town,Subscription,CHF,False
499.79,485.00,Rio de Janeiro,Rio de Janeiro,Deposit,CHF,False
175.17,667.00,New York,Dubai,Debit,SEK,False
322.74,538.00,Sydney,Moscow,Purchase,INR,False
68.13,167.00,Amsterdam,Sydney,Reimbursement,NOK,False
86.23,716.00,Moscow,Rome,Payment,CHF,False
80.60,981.00,Dubai,Paris,Payment,NZD,False
1924.60,493.00,Rome,London,Exchange,KRW,True
497.27,343.00,Berlin,Paris,Fee,KRW,False
409.82,434.00,Mumbai,Tokyo,Debit,EUR,False
802.47,500.00,Rio de Janeiro,New York,Deposit,ZAR,False
119.38,145.00,Rio de Janeiro,Tokyo,Transfer,RUB,True
189.14,222.00,Dublin,Amsterdam,Subscription,USD,False
361.37,447.00,Helsinki,Rio de Janeiro,Withdrawal,NOK,False
401.06,277.00,London,Helsinki,Donation,BRL,False
33.68,638.00,Cape Town,Mexico City,Fee,SGD,False
170.57,406.00,Moscow,New York,Deposit,HKD,False
258.86,181.00,Mexico City,Stockholm,Transfer,NZD,False
76.58,249.00,Mexico City,Dubai,Withdrawal,CNY,False
296.84,678.00,Toronto,Mumbai,Exchange,HKD,True
238.52,181.00,Amsterdam,Dubai,Exchange,RUB,False
379.73,552.00,Cape Town,Dublin,Subscription,EUR,False
2.43,149.00,Amsterdam,Paris,Credit,NOK,False
738.38,877.00,Rome,Seoul,Credit,NZD,False
72.99,529.00,New York,Athens,Subscription,AUD,False
25.08,491.00,Cape Town,Dublin,Credit,NOK,False
929.84,929.00,Seoul,Dublin,Exchange,NZD,False
200.98,657.00,Seoul,Seoul,Debit,AUD,False
493.14,735.00,Dubai,Mexico City,Withdrawal,MXN,False
122.15,187.00,Moscow,Paris,Refund,EUR,False
132.67,297.00,Rome,Amsterdam,Refund,TRY,False
1230.84,872.00,Stockholm,Mumbai,Credit,RUB,False
454.69,951.00,Helsinki,Moscow,Deposit,INR,False
1304.86,910.00,Moscow,Mumbai,Payment,SGD,True
355.28,580.00,Mumbai,Moscow,Deposit,CAD,False
73.09,311.00,Rome,Dublin,Reimbursement,BRL,True
612.58,504.00,Berlin,Moscow,Exchange,RUB,False
489.76,333.00,Amsterdam,Dublin,Reimbursement,CNY,False
92.73,117.00,Seoul,Moscow,Fee,NOK,False
129.28,610.00,Cape Town,Berlin,Donation,KRW,False
165.64,718.00,Moscow,Moscow,Debit,ZAR,False
331.72,229.00,London,London,Payment,BRL,False
1211.57,877.00,Rio de Janeiro,Dublin,Reimbursement,ZAR,False
648.72,527.00,Dublin,Athens,Reimbursement,KRW,False
62.62,466.00,Seoul,Paris,Fee,MXN,False
691.01,359.00,Mexico City,Stockholm,Credit,RUB,False
125.44,160.00,Athens,Rome,Withdrawal,CAD,False
888.82,280.00,Cape Town,Toronto,Reimbursement,CAD,True
313.23,447.00,Helsinki,New York,Invoice,ZAR,False
605.25,843.00,New York,Mumbai,Transfer,GBP,False
519.84,399.00,Dublin,Rome,Withdrawal,MXN,False
498.31,514.00,Amsterdam,New York,Debit,SEK,False
712.99,551.00,Toronto,Rio de Janeiro,Purchase,CAD,False
2015.20,372.00,Paris,Athens,Payment,TRY,True
1169.38,194.00,Dublin,Mumbai,Deposit,CAD,True
198.56,349.00,Mexico City,Mexico City,Fee,GBP,False
447.91,635.00,Tokyo,Helsinki,Transfer,MXN,False
1381.37,233.00,Sydney,Seoul,Fee,ZAR,False
303.06,732.00,Mexico City,Amsterdam,Refund,CAD,False
229.29,159.00,Rio de Janeiro,Mumbai,Reimbursement,MXN,True
769.36,967.00,London,Mumbai,Transfer,GBP,False
123.51,169.00,Cape Town,Moscow,Purchase,NZD,True
427.25,466.00,Seoul,Moscow,Purchase,CHF,True
1075.13,896.00,Toronto,Athens,Subscription,USD,False
1910.27,743.00,Rio de Janeiro,Athens,Loan,EUR,False
40.90,279.00,New York,Helsinki,Invoice,BRL,False
805.01,709.00,Stockholm,Paris,Invoice,ZAR,False
312.29,234.00,Rio de Janeiro,Cape Town,Fee,HKD,False
550.28,551.00,Paris,Amsterdam,Withdrawal,TRY,False
54.84,457.00,Dublin,Tokyo,Loan,KRW,True
6.00,111.00,Cape Town,Paris,Donation,SGD,False
311.74,509.00,Rio de Janeiro,Mexico City,Invoice,GBP,False
636.52,383.00,Dubai,Sydney,Refund,JPY,True
6305.00,952.00,Moscow,Stockholm,Loan,CNY,True
80.35,769.00,Athens,Athens,Deposit,AUD,False
581.07,832.00,Seoul,Paris,Subscription,KRW,False
574.66,829.00,London,Sydney,Credit,CHF,False
264.03,549.00,Mexico City,Seoul,Payment,CAD,False
640.45,459.00,Stockholm,London,Withdrawal,RUB,False
930.61,762.00,London,Cape Town,Donation,NZD,False
90.84,177.00,Toronto,Stockholm,Refund,MXN,False
42.17,179.00,Tokyo,Dublin,Loan,INR,True
795.72,500.00,Mexico City,Amsterdam,Invoice,CNY,False
314.80,848.00,New York,Helsinki,Purchase,NZD,True
1694.98,230.00,Dubai,Dublin,Exchange,SGD,True
972.73,807.00,New York,Toronto,Transfer,KRW,False
14.52,115.00,Tokyo,Toronto,Transfer,EUR,False
472.07,952.00,Rio de Janeiro,Cape Town,Deposit,CHF,False
0.09,274.00,Dublin,Sydney,Debit,EUR,False
952.89,766.00,Mumbai,Seoul,Subscription,TRY,False
471.48,470.00,Berlin,Athens,Withdrawal,BRL,False
581.45,549.00,Cape Town,Cape Town,Payment,INR,False
332.91,279.00,New York,Dublin,Debit,BRL,True
647.40,615.00,Seoul,Sydney,Donation,RUB,False
364.59,329.00,Sydney,Athens,Withdrawal,CNY,False
89.04,392.00,Paris,Sydney,Loan,RUB,True
451.58,655.00,Berlin,Helsinki,Loan,NZD,False
457.94,310.00,Athens,Cape Town,Reimbursement,CNY,False
5211.78,864.00,Moscow,Berlin,Subscription,SEK,True
139.10,275.00,Toronto,Moscow,Refund,BRL,False
16.42,434.00,Paris,Helsinki,Refund,ZAR,False
842.21,602.00,Toronto,Dublin,Exchange,CAD,False
104.35,682.00,Rio de Janeiro,Amsterdam,Transfer,NZD,False
131.84,188.00,Cape Town,Rio de Janeiro,Loan,USD,True
856.96,418.00,Tokyo,Cape Town,Subscription,USD,False
308.12,355.00,Dubai,Mumbai,Payment,HKD,False
107.73,165.00,Seoul,New York,Donation,BRL,False
1352.84,241.00,Paris,Paris,Donation,BRL,True
119.42,213.00,Tokyo,Moscow,Fee,CHF,False
596.79,766.00,Seoul,Cape Town,Invoice,HKD,False
607.36,497.00,Helsinki,Stockholm,Withdrawal,CHF,False
301.69,258.00,Dublin,London,Invoice,AUD,False
97.98,302.00,Athens,Rio de Janeiro,Subscription,NOK,False
145.60,645.00,Seoul,Amsterdam,Invoice,SEK,False
197.59,960.00,Dubai,London,Debit,CAD,False
411.24,484.00,Berlin,Stockholm,Exchange,CHF,False
164.56,995.00,New York,Mumbai,Transfer,GBP,False
2346.80,635.00,Rio de Janeiro,Mexico City,Transfer,SGD,True
786.21,421.00,Dublin,Dublin,Credit,NOK,False
1579.16,226.00,Rome,Mexico City,Payment,AUD,True
806.02,852.00,Stockholm,Rome,Donation,CAD,False
376.80,852.00,Cape Town,Mexico City,Loan,USD,False
293.83,803.00,Dublin,Helsinki,Credit,NOK,False
684.45,559.00,Amsterdam,Athens,Deposit,TRY,False
348.61,491.00,Mexico City,Berlin,Transfer,SEK,False
92.59,145.00,Stockholm,Dublin,Refund,MXN,False
130.10,235.00,Helsinki,Seoul,Payment,NZD,False
486.42,707.00,Helsinki,New York,Payment,ZAR,True
515.29,634.00,Helsinki,Paris,Refund,EUR,True
700.07,552.00,Paris,Seoul,Fee,CNY,False
504.63,627.00,London,Paris,Credit,JPY,False
3891.66,577.00,Mumbai,Dubai,Debit,INR,True
694.48,529.00,Dublin,Rome,Loan,JPY,False
51.69,171.00,Toronto,Athens,Debit,ZAR,False
841.26,811.00,Helsinki,Dublin,Loan,CAD,False
68.76,368.00,Berlin,Amsterdam,Exchange,JPY,False
244.63,288.00,New York,Rio de Janeiro,Exchange,EUR,False
593.22,415.00,Seoul,Mumbai,Reimbursement,KRW,False
317.60,573.00,New York,Rio de Janeiro,Transfer,INR,False
433.96,685.00,Toronto,New York,Withdrawal,CAD,False
392.80,378.00,Cape Town,Rome,Credit,ZAR,False
159.82,246.00,Sydney,Mumbai,Withdrawal,NZD,True
301.37,249.00,Mexico City,Tokyo,Payment,MXN,True
165.90,537.00,Sydney,Dublin,Loan,EUR,True
478.62,383.00,Moscow,Mumbai,Loan,KRW,False
315.42,218.00,Amsterdam,Mexico City,Transfer,CAD,False
736.64,136.00,Amsterdam,Stockholm,Transfer,ZAR,False
62.52,331.00,Paris,Helsinki,Purchase,BRL,True
255.57,206.00,Athens,Paris,Invoice,BRL,False
299.62,744.00,Mexico City,Dublin,Transfer,INR,False
96.41,110.00,Tokyo,Moscow,Invoice,CNY,False
1574.66,639.00,Dubai,Seoul,Invoice,JPY,False
346.23,301.00,Cape Town,London,Transfer,HKD,False
817.41,545.00,New York,New York,Transfer,JPY,False
700.34,707.00,Mumbai,Cape Town,Transfer,HKD,False
234.88,297.00,Rome,Sydney,Subscription,CAD,False
261.39,701.00,Rio de Janeiro,Amsterdam,Reimbursement,JPY,False
627.25,639.00,Cape Town,Toronto,Deposit,MXN,False
840.34,569.00,Mexico City,Tokyo,Loan,NOK,True
670.98,609.00,Stockholm,Paris,Exchange,CHF,False
766.37,664.00,Dubai,Mexico City,Purchase,NZD,True
405.94,479.00,Moscow,Dubai,Invoice,NZD,False
3474.55,677.00,Cape Town,Dubai,Subscription,MXN,True
215.72,558.00,Seoul,Moscow,Exchange,ZAR,False
163.57,199.00,Athens,Sydney,Credit,CNY,False
661.72,798.00,Cape Town,Mumbai,Transfer,CAD,False
61.60,878.00,Rome,Paris,Donation,USD,False
806.65,983.00,Rio de Janeiro,Berlin,Transfer,CNY,False
215.00,110.00,Rome,New York,Refund,TRY,False
17.42,710.00,Moscow,New York,Withdrawal,USD,True
1418.59,248.00,Mumbai,Dublin,Donation,MXN,True
662.85,623.00,London,Moscow,Withdrawal,SEK,False
667.99,459.00,Toronto,Berlin,Invoice,MXN,False
555.03,646.00,Seoul,Dublin,Loan,NZD,False
507.16,557.00,Berlin,Stockholm,Debit,TRY,False
9.55,667.00,Tokyo,Rome,Loan,SGD,True
17.70,108.00,London,Rome,Credit,NOK,False
294.57,431.00,Sydney,Athens,Reimbursement,SGD,True
488.34,517.00,Moscow,Mumbai,Donation,SGD,True
1076.02,954.00,Paris,Rio de Janeiro,Purchase,KRW,True
388.29,649.00,Athens,Dublin,Reimbursement,EUR,False
123.08,468.00,Moscow,Mexico City,Subscription,CNY,False
133.77,235.00,Moscow,Moscow,Purchase,GBP,False
579.62,508.00,Dublin,Dublin,Fee,HKD,False
188.11,220.00,Athens,Stockholm,Fee,JPY,False
66.84,854.00,Paris,Paris,Reimbursement,EUR,False
242.16,303.00,Mumbai,Rio de Janeiro,Deposit,JPY,False
291.75,249.00,Athens,Moscow,Refund,BRL,False
361.64,923.00,Toronto,London,Payment,CHF,False
271.24,204.00,Sydney,Moscow,Invoice,JPY,False
93.20,374.00,Dublin,Rome,Deposit,CHF,False
3.89,186.00,Seoul,Stockholm,Purchase,EUR,False
653.51,613.00,Helsinki,Stockholm,Fee,EUR,False
94.73,888.00,Paris,Athens,Withdrawal,NZD,False
68.83,133.00,Helsinki,Mexico City,Transfer,CHF,False
342.45,507.00,Dubai,Rome,Payment,CHF,False
257.38,425.00,Toronto,Mumbai,Reimbursement,NZD,False
77.14,406.00,Moscow,Athens,Refund,RUB,False
53.59,201.00,London,New York,Transfer,USD,False
799.56,736.00,Cape Town,Rome,Fee,BRL,False
91.22,388.00,Amsterdam,Seoul,Exchange,CNY,False
704.19,559.00,Sydney,New York,Reimbursement,NOK,False
216.17,254.00,Athens,Berlin,Deposit,GBP,False
93.53,426.00,Rome,Sydney,Invoice,INR,False
9.37,102.00,Stockholm,Helsinki,Credit,BRL,False
237.91,513.00,Sydney,Cape Town,Debit,JPY,False
317.93,620.00,Cape Town,Stockholm,Donation,BRL,False
543.01,467.00,Rio de Janeiro,Tokyo,Loan,SGD,False
489.86,447.00,Athens,Helsinki,Reimbursement,CAD,False
2297.40,309.00,Dublin,Stockholm,Transfer,MXN,True
55.01,453.00,Sydney,Athens,Refund,ZAR,False
25.54,284.00,Toronto,New York,Fee,BRL,False
339.06,229.00,Amsterdam,Amsterdam,Deposit,INR,False
772.61,742.00,Amsterdam,Toronto,Subscription,AUD,False
10.08,159.00,Toronto,Cape Town,Exchange,CNY,False
247.79,981.00,Paris,Mexico City,Reimbursement,TRY,False
287.33,291.00,Dublin,Athens,Invoice,CAD,False
1080.08,943.00,Tokyo,Seoul,Reimbursement,SEK,False
159.08,559.00,Mumbai,Dublin,Subscription,MXN,False
1700.80,525.00,Rio de Janeiro,Moscow,Subscription,CHF,True
826.99,565.00,Tokyo,Helsinki,Deposit,SEK,False
278.26,517.00,London,Mumbai,Purchase,INR,False
1141.51,247.00,Moscow,Tokyo,Refund,EUR,True
1619.00,427.00,Rome,Paris,Credit,GBP,True
373.96,466.00,Seoul,Stockholm,Withdrawal,ZAR,False
125.01,728.00,Rio de Janeiro,Seoul,Refund,TRY,False
303.31,489.00,Tokyo,New York,Fee,AUD,False
847.55,150.00,Helsinki,Seoul,Donation,JPY,True
274.41,286.00,Dubai,Helsinki,Reimbursement,INR,False
66.87,821.00,Stockholm,Moscow,Subscription,CNY,False
68.73,782.00,New York,Sydney,Fee,RUB,False
248.87,218.00,Dublin,New York,Debit,HKD,False
58.79,507.00,Mumbai,London,Refund,JPY,False
397.73,744.00,Berlin,Berlin,Payment,USD,True
72.81,834.00,Dubai,Amsterdam,Withdrawal,RUB,False
603.45,607.00,Helsinki,Rome,Donation,MXN,False
3643.02,569.00,Rio de Janeiro,Rome,Invoice,NZD,True
185.75,326.00,Rio de Janeiro,Paris,Refund,SGD,False
105.58,394.00,New York,Helsinki,Donation,NZD,False
38.41,102.00,Athens,Rome,Purchase,CHF,False
6.95,230.00,Athens,Cape Town,Loan,ZAR,True
82.02,198.00,Dublin,Helsinki,Invoice,AUD,False
102.66,976.00,Paris,Cape Town,Credit,CNY,False
1003.08,379.00,Stockholm,London,Withdrawal,SGD,False
48.27,259.00,London,Rome,Exchange,INR,False
842.35,990.00,Sydney,Dublin,Refund,RUB,True
303.13,590.00,Paris,Dubai,Transfer,TRY,False
762.32,606.00,Mumbai,Toronto,Reimbursement,NZD,False
942.98,884.00,Rome,Mexico City,Subscription,BRL,False
36.80,657.00,Cape Town,Rome,Withdrawal,CAD,False
240.93,167.00,Moscow,Mumbai,Loan,NZD,True
65.66,687.00,Athens,Dublin,Debit,TRY,False
28.76,193.00,Moscow,Amsterdam,Reimbursement,BRL,False
719.37,554.00,Moscow,Tokyo,Loan,SEK,False
5912.53,866.00,Mumbai,Sydney,Debit,SEK,True
1365.43,955.00,Dublin,Stockholm,Loan,GBP,False
224.16,281.00,Tokyo,Seoul,Debit,NOK,False
693.41,950.00,Rio de Janeiro,Cape Town,Exchange,CAD,False
184.98,852.00,Berlin,Stockholm,Exchange,SGD,False
53.67,722.00,Tokyo,Mumbai,Purchase,USD,True
284.57,594.00,Amsterdam,Athens,Refund,SEK,False
571.60,821.00,Sydney,Dubai,Donation,KRW,False
70.85,834.00,Dublin,Tokyo,Fee,TRY,False
310.40,751.00,Athens,Tokyo,Credit,SGD,True
701.29,943.00,New York,Rio de Janeiro,Exchange,INR,False
393.67,408.00,London,Berlin,Withdrawal,BRL,False
229.27,310.00,Mumbai,Toronto,Debit,CNY,False
451.30,332.00,New York,Dubai,Subscription,NOK,False
349.00,814.00,Moscow,Cape Town,Withdrawal,NZD,False
1013.82,711.00,Toronto,Rome,Credit,HKD,False
9.85,112.00,London,Mexico City,Exchange,ZAR,False
23.67,124.00,Seoul,Sydney,Deposit,EUR,False
13.45,884.00,Dublin,Toronto,Transfer,KRW,False
89.88,187.00,Mexico City,London,Withdrawal,SEK,False
899.51,840.00,Mumbai,Tokyo,Credit,CAD,True
138.29,175.00,London,Toronto,Transfer,GBP,False
546.91,349.00,Stockholm,London,Loan,JPY,False
739.97,742.00,Dubai,London,Fee,ZAR,False
279.17,968.00,Cape Town,Cape Town,Transfer,SGD,False
4287.70,612.00,Moscow,Cape Town,Fee,CHF,True
554.00,559.00,Toronto,Cape Town,Exchange,SGD,False
230.59,208.00,Sydney,Cape Town,Refund,RUB,False
340.81,414.00,Seoul,New York,Donation,NZD,False
50.33,684.00,Rome,London,Debit,TRY,False
132.05,455.00,Athens,Rio de Janeiro,Deposit,JPY,False
1135.11,898.00,Berlin,Dublin,Donation,TRY,False
369.60,539.00,London,Seoul,Credit,SGD,False
740.34,541.00,Moscow,Dublin,Withdrawal,MXN,False
212.00,257.00,Rome,Athens,Donation,AUD,False
316.07,814.00,Rome,Mexico City,Debit,TRY,False
541.67,898.00,Paris,Sydney,Donation,INR,False
803.55,754.00,Cape Town,Dublin,Debit,CHF,False
230.38,562.00,Stockholm,Moscow,Reimbursement,HKD,False
490.63,860.00,Moscow,Athens,Subscription,SEK,False
117.53,993.00,London,Paris,Deposit,TRY,False
661.93,869.00,Helsinki,Stockholm,Credit,TRY,False
92.71,121.00,Mexico City,Sydney,Invoice,NOK,False
797.32,704.00,Toronto,Rome,Fee,RUB,False
175.47,304.00,Mexico City,Amsterdam,Refund,RUB,False
332.86,263.00,Seoul,London,Fee,INR,False
435.39,661.00,Stockholm,Tokyo,Withdrawal,GBP,False
1366.50,664.00,Mexico City,Toronto,Refund,KRW,True
504.96,548.00,Cape Town,New York,Debit,MXN,False
240.79,862.00,Mexico City,Berlin,Payment,HKD,False
175.62,469.00,Dubai,Mexico City,Loan,USD,True
53.24,344.00,London,Stockholm,Credit,NZD,False
4202.81,961.00,London,Athens,Deposit,AUD,True
22.72,528.00,Amsterdam,Paris,Debit,CAD,False
588.54,852.00,Sydney,Athens,Purchase,MXN,False
434.62,776.00,Rio de Janeiro,Rio de Janeiro,Debit,HKD,False
982.36,835.00,Rio de Janeiro,Stockholm,Purchase,RUB,True
