TransactionAmount,AverageTransactionAmount,CustomerLocation,RecipientLocation,TransactionType,CurrencyType,Timestamp,RiskLabel
3701,3972,Toronto,Moscow,transfer,CHF,2025-08-13 06:13:33,1
2779,4394,Cape Town,Russia,withdrawal,INR,2025-05-08 03:56:56,1
4328,1728,Tokyo,Rio de Janeiro,withdrawal,AUD,2025-10-21 09:55:03,1
959,1498,UAE,Japan,withdrawal,INR,2025-09-08 04:40:03,1
2105,4266,Canada,London,refund,USD,2026-03-11 18:17:48,1
17,3563,Canada,Australia,purchase,EUR,2026-02-25 02:33:20,1
2118,407,USA,Brazil,deposit,EUR,2025-05-21 07:05:00,1
372,2766,Berlin,Moscow,deposit,CHF,2025-08-08 04:31:00,1
791,4809,France,Rio de Janeiro,refund,USD,2025-08-13 07:51:16,1
2098,585,Germany,Brazil,refund,CAD,2025-10-14 07:39:02,1
1037,1542,Canada,Paris,purchase,AUD,2025-06-30 20:34:02,1
331,1340,New York,Sydney,transfer,USD,2025-12-14 00:54:04,0
461,3389,Paris,Paris,purchase,EUR,2025-11-19 06:33:05,0
44,3272,Dubai,Dubai,transfer,CNY,2025-10-24 09:46:07,1
4517,261,Canada,Germany,purchase,AUD,2026-01-29 18:34:40,0
1935,4637,UAE,Paris,purchase,CNY,2025-05-03 22:02:28,1
3273,3876,UK,Japan,deposit,AUD,2025-06-17 02:56:26,1
3693,4616,Australia,UAE,refund,AUD,2026-01-21 19:12:06,1
4608,1898,Sydney,Moscow,transfer,AUD,2025-11-18 17:39:08,0
3293,1236,Cape Town,London,deposit,RUB,2025-06-30 16:40:07,1
464,4076,New York,Australia,purchase,AUD,2025-11-11 00:20:57,1
3841,3800,Sydney,Tokyo,withdrawal,JPY,2025-04-23 23:13:10,0
96,183,South Africa,Australia,refund,RUB,2025-08-22 14:15:30,1
248,3950,South Africa,Toronto,deposit,EUR,2025-04-28 23:53:30,0
1669,1722,Rio de Janeiro,France,deposit,EUR,2026-03-08 00:26:09,1
3940,4358,Toronto,Dubai,deposit,CNY,2025-09-01 06:55:37,1
118,507,Toronto,Moscow,withdrawal,JPY,2025-12-19 11:00:59,1
3140,2202,Paris,Sydney,purchase,CHF,2026-03-08 08:45:55,0
3688,2335,Paris,USA,refund,CHF,2026-02-18 05:32:06,1
2305,3155,Cape Town,Dubai,transfer,CAD,2025-09-03 03:24:41,0
3654,4052,Sydney,London,refund,RUB,2025-07-02 17:57:50,1
1109,3339,Toronto,New York,refund,EUR,2025-10-31 07:16:36,0
1002,811,USA,Moscow,refund,CHF,2025-12-24 16:40:14,1
3313,1185,Germany,Sydney,transfer,INR,2025-04-05 12:49:33,1
4988,314,Dubai,Canada,refund,USD,2025-12-08 08:34:04,1
4932,3157,Tokyo,UK,deposit,GBP,2025-06-07 14:50:23,0
4536,1739,Dubai,Germany,withdrawal,CAD,2025-12-08 15:38:48,0
4198,1289,France,Toronto,deposit,AUD,2025-09-07 00:56:43,0
4650,931,France,Paris,refund,GBP,2025-12-21 17:40:18,1
2483,4270,Canada,France,deposit,EUR,2026-02-06 18:02:09,1
616,1988,Rio de Janeiro,Sydney,withdrawal,CNY,2025-06-28 07:57:20,1
3090,2911,Japan,Russia,purchase,EUR,2025-06-30 21:45:01,0
4163,3761,UAE,Australia,purchase,AUD,2025-06-25 04:51:13,0
46,721,New York,UK,transfer,RUB,2025-11-16 19:14:26,1
1007,2527,Australia,New York,deposit,INR,2025-08-10 13:33:00,0
1792,2423,London,Russia,withdrawal,USD,2025-07-04 17:42:54,1
2153,484,Rio de Janeiro,Sydney,transfer,JPY,2025-04-18 11:04:49,1
744,1734,New York,Canada,deposit,CNY,2026-02-27 12:57:52,0
4522,3788,Tokyo,New York,deposit,JPY,2025-08-18 15:37:33,0
3969,1951,UAE,Sydney,deposit,CNY,2025-10-17 08:30:57,1
1158,1543,Germany,UAE,purchase,JPY,2025-12-11 13:28:36,1
812,3599,Canada,London,withdrawal,INR,2025-05-12 02:19:45,1
3510,3972,Dubai,USA,refund,CNY,2025-08-29 04:34:04,0
1085,3114,Australia,London,refund,USD,2025-04-11 09:14:53,1
1380,146,South Africa,Germany,transfer,CNY,2025-06-19 17:30:35,1
364,3488,South Africa,Berlin,transfer,JPY,2025-11-15 01:44:03,0
3838,4258,Berlin,Paris,purchase,RUB,2025-09-27 05:04:54,0
99,1338,Canada,UK,withdrawal,RUB,2025-04-02 21:06:26,1
1638,897,Germany,New York,refund,CAD,2025-12-01 00:59:10,1
4698,3663,Dubai,France,withdrawal,USD,2025-11-12 16:53:06,1
2036,4071,Brazil,USA,refund,USD,2025-03-26 07:15:00,0
2046,3347,USA,UAE,refund,CNY,2025-06-22 03:39:42,0
2042,933,New York,Russia,purchase,CAD,2026-01-06 20:36:09,1
4074,4220,Australia,Rio de Janeiro,withdrawal,AUD,2026-02-06 15:21:09,1
4156,2956,Canada,UAE,transfer,CNY,2026-02-18 14:59:53,0
329,4288,Toronto,Brazil,transfer,CHF,2025-10-31 05:08:44,1
4354,463,Tokyo,Russia,purchase,CHF,2025-07-19 03:55:31,0
268,3971,Brazil,Brazil,transfer,JPY,2025-07-21 00:09:32,1
1598,2938,UAE,Berlin,purchase,GBP,2025-11-02 09:12:22,1
1306,422,Toronto,Toronto,deposit,AUD,2026-02-08 09:09:52,1
975,2633,London,France,refund,INR,2025-09-19 15:30:21,1
3963,3902,Cape Town,UAE,refund,CAD,2025-08-06 23:37:31,1
3241,716,Toronto,UAE,withdrawal,CHF,2025-11-20 10:19:47,0
3064,2906,South Africa,Dubai,deposit,INR,2025-07-07 18:04:49,0
2710,3081,UAE,Dubai,transfer,GBP,2025-06-06 12:32:00,0
4057,4380,Paris,Rio de Janeiro,purchase,JPY,2025-08-09 02:02:12,1
1013,4350,UK,Germany,transfer,JPY,2025-10-29 17:19:05,0
4682,1751,Sydney,Tokyo,deposit,AUD,2025-10-02 07:15:03,0
3309,1419,Dubai,Germany,transfer,EUR,2025-05-04 19:20:17,0
804,2954,Brazil,Paris,transfer,INR,2025-08-15 00:09:09,0
478,34,Japan,London,refund,CNY,2025-09-16 05:27:37,0
3686,3475,Paris,USA,refund,AUD,2025-07-18 04:33:26,0
1900,1188,Japan,UAE,withdrawal,CAD,2025-04-13 21:59:58,0
2119,3705,UAE,Canada,deposit,INR,2025-12-18 21:29:40,1
1620,4527,UAE,Berlin,deposit,CHF,2025-11-19 12:26:00,0
3070,4258,Japan,Toronto,deposit,EUR,2025-08-12 20:11:37,1
2465,3897,USA,Toronto,purchase,EUR,2026-01-31 03:23:01,0
2852,3031,Berlin,France,refund,EUR,2025-11-13 20:27:03,0
1107,3956,London,Tokyo,withdrawal,JPY,2026-01-04 13:04:50,0
2548,3089,France,Sydney,refund,GBP,2026-01-23 07:58:14,1
492,930,UK,Paris,deposit,CHF,2025-04-06 12:47:57,1
2998,289,Japan,France,purchase,CAD,2025-04-12 04:30:55,0
647,3615,Rio de Janeiro,USA,purchase,GBP,2025-10-28 22:52:02,0
3371,2596,Paris,USA,purchase,CNY,2025-07-19 14:38:56,1
3768,1453,Berlin,Toronto,refund,AUD,2025-09-21 05:53:24,1
23,2587,Japan,Brazil,purchase,USD,2026-02-17 10:02:22,1
4319,902,New York,Toronto,refund,EUR,2025-04-07 23:21:45,0
4650,4053,Paris,New York,transfer,CAD,2025-09-25 19:36:28,1
1335,4409,Berlin,France,transfer,USD,2026-02-09 11:54:58,0
1664,2913,France,Paris,purchase,GBP,2025-05-13 18:18:27,1
2004,4587,Germany,Tokyo,purchase,AUD,2025-03-27 05:30:19,1
2400,4566,New York,Rio de Janeiro,withdrawal,EUR,2026-01-30 06:02:45,1
848,4055,South Africa,Australia,deposit,GBP,2025-07-14 08:54:02,1
3736,4822,Berlin,London,transfer,AUD,2026-02-25 01:22:12,1
1132,3891,Sydney,New York,transfer,EUR,2025-04-06 16:56:23,0
419,3531,London,Toronto,purchase,INR,2025-05-28 18:52:55,0
3369,4617,France,New York,withdrawal,RUB,2026-03-01 22:24:37,1
193,2686,Canada,Sydney,withdrawal,CAD,2025-11-13 07:44:37,1
3587,2794,London,Tokyo,refund,GBP,2026-02-13 05:25:13,0
1855,3325,Berlin,Tokyo,purchase,AUD,2025-09-10 07:22:31,1
4814,4831,Brazil,London,deposit,EUR,2025-10-21 17:13:07,1
2882,1773,USA,Germany,purchase,GBP,2025-08-24 19:31:26,1
3926,497,Sydney,Japan,purchase,CNY,2025-07-28 23:30:49,0
1497,1614,Japan,Dubai,refund,GBP,2025-03-26 14:13:47,0
176,2727,Rio de Janeiro,USA,deposit,CAD,2025-04-24 22:45:46,0
3082,3658,Germany,Germany,purchase,AUD,2025-08-17 18:02:26,0
3312,4017,Australia,London,refund,GBP,2025-10-10 03:40:38,1
4962,3765,Dubai,Sydney,refund,RUB,2025-08-29 00:44:44,0
2156,3198,Japan,Sydney,deposit,AUD,2026-03-20 17:27:43,1
1970,986,Cape Town,Canada,withdrawal,CNY,2025-09-21 22:53:39,0
1113,4230,Australia,Berlin,transfer,JPY,2025-05-27 22:50:09,1
4874,596,Japan,Tokyo,deposit,JPY,2025-05-28 03:58:26,1
2126,1848,South Africa,Australia,withdrawal,INR,2025-12-24 11:40:55,0
1242,66,UAE,UAE,withdrawal,CAD,2026-02-26 19:46:49,1
3309,1501,Canada,USA,deposit,JPY,2026-01-22 01:39:32,1
417,1788,Brazil,Moscow,refund,INR,2025-06-21 06:15:08,1
877,4485,France,Toronto,deposit,CHF,2025-08-31 08:43:12,1
2709,1890,Rio de Janeiro,Dubai,purchase,JPY,2025-09-09 23:57:03,0
680,881,Canada,Berlin,transfer,AUD,2025-04-12 19:53:30,0
506,1924,Paris,Moscow,deposit,CAD,2025-11-10 03:20:23,0
1099,1552,London,New York,withdrawal,CAD,2025-04-13 10:13:38,0
1834,482,Australia,Canada,refund,CHF,2025-07-26 07:36:40,1
4172,4730,UK,Berlin,transfer,USD,2025-05-02 05:58:44,1
2518,2255,London,Japan,transfer,JPY,2026-03-15 01:11:17,1
3760,3623,UK,Russia,withdrawal,CHF,2025-05-24 23:51:30,1
4297,1835,South Africa,Sydney,transfer,INR,2025-08-20 17:46:49,1
394,1092,Sydney,Germany,refund,JPY,2025-12-19 09:30:25,0
3227,561,France,New York,transfer,INR,2025-09-11 22:17:13,1
1755,966,Brazil,Germany,purchase,CNY,2025-11-07 19:59:47,1
281,2408,Tokyo,New York,deposit,JPY,2025-08-14 19:42:13,0
1098,3704,Brazil,Moscow,transfer,USD,2025-07-12 19:56:00,1
2869,4073,New York,Russia,purchase,EUR,2026-02-28 05:40:56,0
3896,4834,Dubai,Tokyo,withdrawal,CHF,2026-03-05 22:49:04,0
817,3005,Toronto,UAE,purchase,EUR,2025-12-03 15:06:33,1
408,54,Sydney,Japan,withdrawal,RUB,2025-12-27 15:09:17,0
3887,3076,Toronto,Sydney,transfer,CAD,2025-12-29 22:27:37,1
3920,3034,London,New York,transfer,INR,2025-06-24 03:24:41,1
3757,2215,Dubai,Canada,transfer,CAD,2025-04-12 11:06:01,0
1658,2700,UK,USA,purchase,RUB,2025-05-10 01:32:26,1
4712,3815,Paris,Sydney,withdrawal,JPY,2025-10-16 13:28:06,0
4689,3835,Paris,France,refund,CHF,2025-11-13 05:16:44,1
3585,3987,Toronto,Canada,refund,USD,2025-06-22 22:20:30,1
566,2158,UK,Dubai,deposit,EUR,2025-11-16 21:16:42,0
4238,253,Cape Town,Japan,deposit,GBP,2025-06-27 01:40:50,0
3230,2921,USA,USA,deposit,GBP,2025-06-23 19:31:08,0
1369,1411,France,Russia,withdrawal,RUB,2025-09-01 15:33:15,1
1527,4571,Tokyo,New York,withdrawal,RUB,2025-04-05 19:56:54,1
2144,500,Japan,Tokyo,withdrawal,USD,2025-05-24 22:01:38,0
1349,2645,Sydney,New York,deposit,CAD,2025-08-23 05:36:15,1
3316,1520,Australia,Russia,transfer,CAD,2025-04-22 03:06:05,1
1891,626,Berlin,France,withdrawal,RUB,2025-06-24 14:51:36,0
38,1815,Paris,UK,transfer,CAD,2025-04-18 05:29:12,0
4194,3207,Germany,Paris,deposit,JPY,2026-03-06 20:24:26,0
711,4902,Germany,Brazil,refund,AUD,2026-03-16 18:33:40,1
2295,82,London,Dubai,transfer,JPY,2025-08-19 12:58:29,0
3570,3430,Dubai,France,transfer,EUR,2026-01-19 00:11:16,0
3315,3852,Australia,Dubai,refund,CAD,2025-04-11 09:43:07,1
4732,1233,Tokyo,USA,transfer,USD,2026-01-14 10:18:22,1
2025,2326,Dubai,Canada,withdrawal,RUB,2025-05-17 10:45:55,0
2100,1002,Japan,Russia,purchase,GBP,2026-03-09 13:41:58,0
365,315,Germany,UAE,purchase,CNY,2026-03-06 07:03:26,0
3837,4331,UK,Brazil,transfer,INR,2025-11-25 15:27:21,1
4862,3368,UK,Paris,transfer,USD,2025-04-25 07:51:29,0
267,476,Australia,Berlin,withdrawal,JPY,2025-09-21 06:22:56,0
4963,2791,South Africa,Tokyo,deposit,CNY,2025-09-02 17:21:15,0
1139,1811,Germany,Dubai,withdrawal,EUR,2026-03-19 08:58:33,1
4033,1215,Tokyo,UK,withdrawal,EUR,2026-02-11 20:32:32,0
2363,4538,Australia,Toronto,purchase,AUD,2025-09-26 13:44:43,1
4011,1263,Paris,Japan,refund,JPY,2026-01-20 20:02:11,1
4064,2110,Toronto,UAE,withdrawal,RUB,2025-05-25 14:26:17,0
4987,785,Brazil,Tokyo,withdrawal,INR,2026-01-08 11:03:11,1
2630,3766,Canada,Japan,refund,CAD,2026-01-29 06:28:58,0
3139,196,UK,Brazil,purchase,JPY,2025-04-29 14:42:20,0
1011,4850,Sydney,Tokyo,withdrawal,USD,2025-12-29 11:53:26,0
1381,746,USA,Dubai,withdrawal,EUR,2025-05-20 20:58:14,1
1855,3583,Dubai,London,withdrawal,CHF,2025-08-25 00:25:29,1
3319,467,Cape Town,Moscow,purchase,INR,2025-11-09 13:30:10,1
1999,1771,Tokyo,Russia,transfer,USD,2025-12-28 10:04:32,0
2378,1723,UAE,Berlin,transfer,GBP,2025-07-20 06:38:24,0
34,914,Tokyo,France,transfer,GBP,2025-07-02 14:20:36,0
2230,2495,London,Canada,refund,CNY,2026-01-13 03:20:01,0
3723,1234,Paris,Berlin,deposit,EUR,2025-03-30 09:29:35,0
1214,1133,Canada,Berlin,deposit,GBP,2025-06-21 12:53:18,0
2672,2205,Tokyo,New York,withdrawal,EUR,2025-10-03 15:40:42,1
1383,222,London,Moscow,deposit,CHF,2025-10-23 20:15:05,0
4295,2285,Toronto,Paris,purchase,INR,2026-02-20 18:15:59,1
306,4376,Toronto,Russia,refund,AUD,2026-03-25 16:11:09,1
3565,1988,Japan,Australia,refund,JPY,2026-03-20 20:06:22,0
4869,3264,USA,Brazil,transfer,AUD,2025-11-24 21:37:45,0
4568,81,Rio de Janeiro,Paris,purchase,INR,2026-03-17 02:10:56,1
2676,149,Australia,Paris,refund,EUR,2025-09-29 04:32:39,0
846,957,USA,UK,refund,GBP,2025-11-02 12:43:08,1
1737,3062,Brazil,Paris,deposit,AUD,2025-07-21 02:26:32,0
4736,4331,Rio de Janeiro,Germany,purchase,JPY,2025-05-24 04:58:45,1
2882,4851,Canada,Toronto,withdrawal,RUB,2025-05-16 20:59:46,0
4680,2805,South Africa,Moscow,transfer,RUB,2025-12-04 20:55:54,0
477,3134,France,Brazil,purchase,RUB,2026-02-26 12:08:15,1
325,2559,UAE,UAE,transfer,INR,2025-08-22 11:17:31,0
397,4163,USA,USA,refund,CNY,2025-11-29 10:45:20,1
2267,4873,Japan,Canada,refund,USD,2025-11-28 20:46:52,0
825,576,UK,Paris,deposit,CHF,2025-05-30 22:15:01,0
2481,833,Cape Town,UAE,purchase,USD,2025-11-10 20:55:42,0
433,3026,Canada,France,deposit,CAD,2026-01-02 05:18:35,0
3925,1778,Berlin,Moscow,deposit,JPY,2025-06-18 22:29:46,1
4645,3083,UK,Sydney,refund,CNY,2026-03-11 07:02:02,1
701,1616,UK,Dubai,deposit,JPY,2025-07-06 11:28:50,0
611,1634,Berlin,Berlin,withdrawal,JPY,2026-03-21 23:21:28,1
1747,2356,Rio de Janeiro,Canada,withdrawal,USD,2025-10-07 16:20:58,1
4047,1143,USA,Japan,transfer,AUD,2025-12-28 01:20:27,0
4738,3293,Canada,Canada,withdrawal,RUB,2025-12-25 08:33:24,1
831,3856,Toronto,Tokyo,refund,CHF,2026-02-06 08:53:58,1
1011,221,USA,Dubai,purchase,INR,2025-07-26 17:15:06,0
610,2250,USA,Tokyo,transfer,USD,2026-03-05 23:44:13,1
3107,4965,USA,Japan,deposit,JPY,2025-03-26 09:49:34,0
2791,4194,Rio de Janeiro,Brazil,transfer,CNY,2025-12-24 04:01:21,1
1405,2552,Canada,Tokyo,purchase,CNY,2025-03-26 04:09:24,0
4332,4867,London,Toronto,withdrawal,RUB,2025-04-02 19:53:03,1
3968,2697,South Africa,UK,purchase,JPY,2025-08-11 14:28:38,0
1763,659,Cape Town,Tokyo,deposit,INR,2025-04-12 07:40:29,1
2320,1767,Berlin,Toronto,deposit,EUR,2026-03-17 14:24:01,0
11,3670,South Africa,Russia,deposit,GBP,2026-01-04 01:02:36,0
640,1842,UK,Toronto,deposit,EUR,2025-06-19 00:37:36,0
2211,4798,London,Australia,refund,CNY,2025-09-08 16:38:21,1
3077,2180,London,UAE,deposit,GBP,2025-04-06 20:16:59,1
2553,4209,Dubai,UK,transfer,GBP,2025-10-17 08:46:25,1
2900,1273,Toronto,Sydney,refund,CAD,2025-03-29 07:10:52,0
3724,361,USA,Rio de Janeiro,deposit,JPY,2025-10-22 12:18:44,1
3601,3945,Brazil,London,purchase,CAD,2025-12-27 21:06:45,0
4157,3984,Toronto,Russia,purchase,EUR,2026-03-17 09:00:44,1
3652,4245,France,Rio de Janeiro,purchase,INR,2025-12-28 03:21:02,0
1228,1978,Sydney,Moscow,deposit,CNY,2025-05-26 09:59:54,0
1280,3769,Brazil,Moscow,withdrawal,CAD,2025-07-19 16:15:31,1
4236,3181,Sydney,Canada,withdrawal,INR,2026-02-06 19:42:46,1
1010,3689,Japan,Australia,refund,USD,2025-11-25 08:38:05,1
1280,1233,Canada,Japan,refund,CNY,2025-10-15 22:23:16,0
2375,4958,Canada,Dubai,deposit,GBP,2025-05-21 10:55:45,0
131,1838,Dubai,Rio de Janeiro,transfer,USD,2026-01-18 14:51:52,1
205,1926,UAE,USA,purchase,EUR,2025-07-20 21:31:40,1
1653,133,Brazil,Sydney,refund,JPY,2026-02-06 20:26:46,1
1104,3895,Cape Town,Moscow,purchase,AUD,2026-01-28 08:30:33,1
2510,2178,London,London,purchase,RUB,2026-03-22 10:05:00,1
4332,3169,Cape Town,London,withdrawal,USD,2026-02-15 10:01:51,0
4213,2530,South Africa,Australia,purchase,USD,2025-05-07 01:48:56,0
125,2299,London,Rio de Janeiro,refund,INR,2026-02-06 03:03:01,1
1982,1893,Tokyo,Paris,transfer,JPY,2025-08-26 14:09:09,0
3880,3311,UK,New York,refund,RUB,2025-12-18 13:55:35,0
1523,1142,Canada,Japan,deposit,USD,2025-04-18 03:43:30,1
3704,3176,Japan,Japan,transfer,USD,2025-06-20 07:45:53,1
2571,2440,South Africa,Toronto,refund,CHF,2025-06-08 20:30:59,0
2520,4192,Australia,USA,withdrawal,INR,2025-07-19 15:59:34,0
1824,4849,Dubai,UK,purchase,AUD,2026-01-27 12:52:09,1
3679,159,Japan,France,refund,JPY,2026-01-14 04:43:54,1
3787,1716,USA,Dubai,withdrawal,USD,2025-05-06 22:55:27,1
2587,1891,New York,France,withdrawal,USD,2025-11-21 20:39:26,1
1581,2525,UK,Paris,transfer,CHF,2025-08-02 03:40:30,1
1365,681,Japan,France,refund,CNY,2025-08-04 19:05:49,0
4242,4799,Toronto,Dubai,withdrawal,CAD,2025-09-30 16:02:14,1
4878,4132,Cape Town,Brazil,transfer,CHF,2025-11-18 04:11:46,0
757,3734,Berlin,Canada,purchase,CAD,2025-06-23 03:05:49,0
897,2114,New York,Germany,withdrawal,RUB,2025-05-11 01:59:12,1
458,4394,Cape Town,Sydney,deposit,CHF,2025-04-14 22:41:13,1
3997,3665,Tokyo,Moscow,transfer,INR,2025-05-22 08:44:47,0
384,2224,Dubai,UK,withdrawal,USD,2025-04-22 01:09:46,1
2030,4778,Sydney,UK,purchase,EUR,2026-01-24 01:57:46,1
4266,3982,Paris,UK,withdrawal,USD,2026-02-10 20:55:58,1
3532,600,France,Tokyo,deposit,AUD,2026-01-04 07:33:39,1
2526,1917,Cape Town,Russia,refund,USD,2026-03-02 06:51:30,0
4767,745,UK,Toronto,refund,USD,2025-06-27 02:19:11,0
2628,3769,Canada,Sydney,transfer,CNY,2025-04-01 09:37:20,1
2650,737,London,UK,deposit,USD,2025-07-26 10:52:29,1
2645,3643,Dubai,Canada,deposit,GBP,2025-05-24 03:38:46,0
4852,4751,Berlin,Paris,purchase,AUD,2025-07-04 07:22:10,1
4532,348,Cape Town,Tokyo,deposit,RUB,2025-10-19 18:35:03,1
3401,696,Tokyo,Canada,deposit,JPY,2025-08-31 01:31:48,0
3610,3522,Berlin,New York,transfer,CNY,2025-08-01 04:23:14,0
1880,2160,Germany,Berlin,transfer,USD,2026-02-28 07:19:00,1
2249,70,Brazil,London,deposit,EUR,2025-12-13 18:44:53,0
3780,3821,France,Moscow,withdrawal,CAD,2025-12-28 03:55:22,0
4535,3474,UK,Sydney,refund,INR,2025-11-26 06:54:32,1
2929,2576,France,Canada,transfer,GBP,2026-02-22 06:57:13,1
2233,4068,Toronto,USA,deposit,GBP,2025-08-07 04:17:47,0
3160,4545,London,Sydney,withdrawal,AUD,2025-08-24 04:51:05,1
900,1364,France,UK,transfer,JPY,2025-11-17 10:30:40,0
1223,1087,Brazil,UAE,refund,RUB,2025-04-22 20:56:48,0
1411,3322,Dubai,Germany,withdrawal,AUD,2025-04-06 04:17:38,1
377,114,UAE,Tokyo,withdrawal,RUB,2026-01-08 18:32:18,0
199,660,Paris,UAE,withdrawal,EUR,2025-08-19 04:53:43,0
357,4093,Berlin,Australia,refund,JPY,2025-10-07 02:29:41,0
1067,4876,Australia,Paris,deposit,CAD,2025-10-12 12:49:02,0
4636,700,Japan,Tokyo,transfer,CNY,2025-10-12 20:00:55,0
473,232,New York,New York,refund,CAD,2025-04-22 06:16:06,0
1071,2708,UAE,UAE,withdrawal,CAD,2025-08-05 02:06:57,1
3102,985,Sydney,Toronto,purchase,JPY,2026-01-25 19:22:33,0
3145,1476,Cape Town,USA,purchase,CHF,2025-10-15 02:53:02,1
4530,3679,Brazil,New York,deposit,JPY,2025-08-17 22:28:04,0
182,2965,Rio de Janeiro,Toronto,refund,CNY,2025-07-12 16:43:23,1
4550,4943,Germany,UAE,transfer,RUB,2026-01-03 18:14:33,1
1120,559,Japan,Russia,deposit,USD,2025-07-26 11:23:47,1
265,3365,Toronto,Berlin,withdrawal,USD,2026-03-07 09:19:14,0
1923,4696,Dubai,Germany,withdrawal,RUB,2025-09-02 20:08:37,1
4023,1689,Australia,Australia,purchase,INR,2025-06-23 11:41:52,1
1271,2099,London,USA,transfer,CNY,2026-02-25 19:58:41,0
1175,3467,Japan,USA,withdrawal,RUB,2025-05-03 14:22:31,1
2872,71,Rio de Janeiro,France,purchase,CAD,2025-04-20 01:31:15,0
5000,4976,Berlin,Paris,withdrawal,RUB,2025-10-31 15:20:48,0
4958,2732,UAE,Australia,purchase,USD,2025-12-23 22:25:13,1
1238,4341,UK,Berlin,transfer,CHF,2025-08-13 05:55:07,1
4338,1828,UK,Berlin,refund,AUD,2025-11-13 17:33:50,1
3766,4765,Canada,UK,refund,CNY,2025-05-01 19:02:46,1
3118,2161,Sydney,New York,purchase,EUR,2025-12-27 01:24:33,1
3635,538,USA,Australia,deposit,USD,2025-09-28 06:58:09,1
602,2647,New York,UK,refund,EUR,2025-07-30 06:42:43,1
1096,4368,South Africa,Canada,purchase,CAD,2025-07-16 21:07:41,1
1357,2430,Japan,Russia,purchase,RUB,2026-01-29 03:22:43,0
4225,3281,New York,Canada,deposit,AUD,2025-04-30 08:29:33,1
2056,854,Japan,Rio de Janeiro,purchase,INR,2026-01-14 20:50:45,0
3796,560,Brazil,London,transfer,CHF,2025-12-15 09:12:41,0
3192,4101,UAE,Brazil,deposit,CHF,2025-09-29 06:35:07,1
2265,2937,Paris,Rio de Janeiro,refund,CNY,2026-01-11 12:31:37,1
3098,3176,New York,Paris,refund,RUB,2025-06-07 01:50:51,0
4483,1322,Canada,France,transfer,CHF,2025-06-05 10:47:13,1
1704,1107,Rio de Janeiro,USA,deposit,USD,2025-08-26 06:02:30,1
489,2307,USA,Toronto,transfer,AUD,2026-03-06 20:06:32,0
2075,264,Cape Town,Rio de Janeiro,deposit,CNY,2025-05-15 17:09:14,0
357,3309,Japan,Moscow,deposit,AUD,2025-04-21 11:19:21,0
2410,4605,Paris,Berlin,refund,CHF,2025-04-13 21:08:14,0
448,597,Japan,Rio de Janeiro,purchase,CAD,2025-08-09 08:39:04,1
2288,4103,Toronto,Moscow,transfer,CNY,2026-03-15 06:16:39,1
4778,4070,Germany,Australia,purchase,CHF,2025-04-17 00:08:12,0
3291,2110,UAE,Moscow,transfer,JPY,2025-07-28 19:30:57,0
838,2134,Toronto,Toronto,deposit,INR,2025-08-23 21:41:07,0
478,2943,Germany,Australia,refund,INR,2025-12-13 01:43:17,1
1490,638,Paris,Tokyo,deposit,AUD,2025-12-03 03:12:21,0
1189,1449,Brazil,Russia,purchase,INR,2026-03-01 12:01:04,0
1851,4646,Canada,UAE,withdrawal,CHF,2025-07-12 21:49:39,1
1197,4072,Sydney,Australia,deposit,AUD,2025-03-29 02:13:26,0
4919,4535,Berlin,Canada,transfer,AUD,2025-09-11 23:02:07,0
1501,1162,France,London,withdrawal,JPY,2025-04-11 19:50:47,0
1544,3425,Germany,Moscow,transfer,INR,2025-09-28 14:15:14,1
396,4834,Germany,Canada,transfer,RUB,2026-02-10 13:54:16,0
4841,1076,UAE,Dubai,deposit,GBP,2025-10-14 04:35:28,0
3318,3084,London,Dubai,refund,AUD,2025-08-31 05:52:44,1
4979,4970,Canada,Rio de Janeiro,deposit,JPY,2025-05-27 11:25:38,0
2149,4010,London,Germany,withdrawal,EUR,2025-12-26 20:15:22,0
2469,2795,Brazil,Brazil,withdrawal,AUD,2025-09-10 15:05:50,1
4300,3265,Sydney,Toronto,refund,GBP,2026-01-14 07:10:05,0
459,797,Japan,Japan,refund,CHF,2025-06-28 23:48:41,0
2537,1489,USA,London,withdrawal,INR,2025-12-21 00:42:32,0
986,1264,South Africa,France,transfer,INR,2025-09-29 13:40:41,1
2409,3679,UK,Tokyo,withdrawal,CHF,2025-06-19 05:03:34,0
4273,3925,Cape Town,Dubai,purchase,EUR,2025-05-12 10:48:04,0
2763,4131,France,Paris,purchase,CAD,2025-08-08 16:52:30,1
3667,816,France,France,transfer,GBP,2025-07-30 02:01:00,1
3745,3323,South Africa,France,refund,CAD,2025-12-20 18:39:29,0
3458,2604,Toronto,Dubai,withdrawal,RUB,2025-08-31 03:29:49,0
1833,1113,Tokyo,Japan,transfer,CHF,2025-11-28 14:35:06,1
1957,133,USA,Japan,deposit,CHF,2025-05-14 04:00:21,1
2757,3519,Brazil,USA,refund,USD,2025-08-08 21:30:30,0
723,2288,Australia,Brazil,refund,CNY,2025-11-17 08:59:32,0
3112,1511,France,Paris,transfer,USD,2025-08-15 14:12:08,0
3980,4509,Rio de Janeiro,London,refund,GBP,2026-03-20 21:50:59,0
4214,4112,New York,Russia,deposit,CNY,2025-11-05 07:20:27,0
1183,2481,Japan,Paris,deposit,CAD,2025-05-20 04:16:30,1
4395,4779,New York,USA,refund,RUB,2026-02-12 03:34:33,1
